News_ID,CompanyName_News,Date_News,Headline_News,Description_News
282,AIB,"Mon, Nov 5, 2018, 18:15",European shares ease as rebound runs out of steam," Iseq underperforms its peers, falling 0.43%, with Total Produce and BoI among the losers
"
283,AIB,"Mon, Nov 5, 2018, 05:53",Dalata checks in with €700m funding deal for acquisitions and to refinance debt," Irish hotel group in deal with consortium of six banks, with UK’s HSBC and Spain’s Banco de Sabadell new lenders
"
284,AIB,"Sat, Nov 3, 2018, 02:15",Bank stress tests: Shareholder relief but challenges remain," Analysis: European Banking Authority says two banks have sufficient capital to survive a recession
"
285,AIB,"Fri, Nov 2, 2018, 16:47",Why is the Iseq so weak when the Irish economy is flying?," Market beat: Underperformance of Irish shares contrasts with strength of economy
"
286,AIB,"Fri, Nov 2, 2018, 13:34",Explainer: Bank stress tests and what they mean," AIB and Bank of Ireland are likely to fare worse than many other European banks
"
287,AIB,"Sat, Oct 27, 2018, 06:15",Brexiteers spitting mad as Dublin refuses to be bullied," Business Week: also in the news were the banks, Airbnb, housing and credit unions
"
288,AIB,"Fri, Oct 26, 2018, 20:45",US stocks off day’s lows at end of session amid ‘perfect storm’," Investors concerned about winding-down of crisis-era stimulus programmes
"
289,AIB,"Fri, Oct 26, 2018, 18:20",Stocks head for longest weekly losing streak since 2013," AIB shares drop 10% on resignation of CEO Bernard Byrne, but pull back before close
"
290,AIB,"Fri, Oct 26, 2018, 07:13",Banker pay in the spotlight as AIB chief Bernard Byrne quits," Move to Davy comes within months of CFO Mark Bourke signalling he was leaving too
"
291,AIB,"Thu, Oct 25, 2018, 11:23",Has the State missed the boat on cashing in on AIB?," Analysts agree that timing a share sale is far from straightforward
"
292,AIB,"Wed, Oct 24, 2018, 17:59",European shares pulled down for sixth straight session," Bank stocks among worst performers in Dublin on back of bad Deutsche Bank figures
"
293,AIB,"Sat, Oct 20, 2018, 03:10",Despair as last-minute hopes for Brexit deal seem to crumble," Business Week: also in news were jobs, foreign direct investment and hatred of banks
"
294,AIB,"Thu, Oct 18, 2018, 17:15",AIB boss Bernard Byrne: ‘The economy is looking pretty good at this stage’," Bank chief talks mortgage rates, share sales and executive bonuses
"
295,AIB,"Thu, Oct 18, 2018, 10:53",Dublin office market set for ‘remarkable year’," New report by Cushman & Wakefield shows leasing activity up 18% in first nine months
"
296,AIB,"Thu, Oct 18, 2018, 10:24","Banker pay caps mean AIB is ‘training ground’ for competitors, says chairman"," Richard Pym says ban on bonuses makes it ‘very difficult’ for Irish-owned banks
"
297,AIB,"Mon, Oct 15, 2018, 17:50",European shares hit two-year low on Brexit and trade war fears," Greencore shares slide almost 9% as Irish food group announces exit from US market
"
298,AIB,"Wed, Oct 10, 2018, 19:25",Tech sell-off causes sharpest fall in three months," Iseq experiences one of the indexes biggest single-day falls of year, dropping 174 points
"
299,AIB,"Wed, Oct 10, 2018, 05:00","Kathy Sheridan: Post-crash, trust in officialdom has died"," Public realises bankers and politicians choose to keep them in the dark
"
300,AIB,"Fri, Oct 5, 2018, 00:00",How women can escape the sticky floor of career stagnation,"Carol Andrews, 30% Club lead in Ireland, on how to overcome barriers in the workplace"
301,AIB,"Thu, Oct 4, 2018, 18:09",European shares fall after bond yield surge," Luxury stocks down on China concerns while Danske slides over money laundering probe
"
302,AIB,"Sat, Sep 29, 2018, 04:00",The banking crisis: Ireland’s ‘lost decade’ in 10 charts," House prices and pub revenues slumped while thousands remain in mortgage arrears
"
303,AIB,"Fri, Sep 28, 2018, 19:12",Irish banks tumble on signs of slowing house price growth," Housebuilders also hit as investors hold back from market
"
304,AIB,"Fri, Sep 28, 2018, 05:30",The day the banks stood still: counting the cost of the crash a decade later," Key players recall events leading to the bank guarantee – and its aftermath
"
305,AIB,"Mon, Sep 24, 2018, 17:52",An Post mortgage news hits AIB and Bank of Ireland," Iseq among Europe’s worst performers while trade war dents US and European stocks
"
306,AIB,"Mon, Sep 17, 2018, 17:50",Trump tariffs plans cause choppy trading on global markets," Benchmark Iseq overall index outperforms European days despite poor volumes
"
307,AIB,"Fri, Sep 14, 2018, 15:25","Boardroom bloodbath averted, can Malin finally deliver on its promise?"," Plus, good times return for top AIB clients
"
308,AIB,"Fri, Sep 14, 2018, 05:15",Former AIB finance executive joins house-builder plotting IPO," Myles O’Grady hired to beef up management team of new company DRes Properties
"
309,AIB,"Thu, Sep 13, 2018, 17:51",Europe’s trade-sensitive stocks climb on news of US-China talks," In Dublin, Ryanair falls lower as industrial strife at the airline deepens
"
310,AIB,"Wed, Sep 12, 2018, 17:57",Oil boosts energy stocks while tech pulls Nasdaq lower in US," Uneventful day in Dublin sees Iseq Overall index fall 0.56 per cent
"
311,AIB,"Tue, Sep 11, 2018, 05:00","Lehman Brothers, 10 years on: seven lessons for investors"," Interestingly, long-term investors in Ireland have not fared badly over the last decade
"
312,AIB,"Mon, Sep 10, 2018, 20:14",Italian relief rally brings comfort to financial stocks," Shares in AIB and Bank or Ireland rise as optimism sweeps European financial sector
"
313,AIB,"Fri, Sep 7, 2018, 19:11",Bad week for European shares as trade war fears weigh on market," Ryanair trims losses to close 0.22% down, while AIB performs badly, tumbling 2.77%
"
314,AIB,"Thu, Sep 6, 2018, 19:05","European shares hit five-month low as tech, miners weigh"," Cairn Homes up 5.8% in Dublin while aerospace supplier Safran leads Stoxx600
"
315,AIB,"Wed, Sep 5, 2018, 13:04",AIB finance chief Mark Bourke quits for overseas role," Chief financial officer instrumental in preparing bank for last year’s IPO
"
316,AIB,"Wed, Sep 5, 2018, 10:01",10 years on: Countdown to the Irish financial crash," Joe Brennan’s day-by-day account of the month before the implosion of the global banking sector and the Irish bank guarantee
"
317,AIB,"Fri, Aug 31, 2018, 18:02",European shares fall on renewed fear of trade conflict," All sectors except one were in negative territory on last day of summer
"
318,AIB,"Wed, Aug 29, 2018, 18:27","Trade optimism buoys US, European shares"," Markets report: Apple and Amazon reach record highs as do S&P 500 and Nasdaq
"
319,AIB,"Tue, Aug 28, 2018, 05:00","Large-scale funds ‘critical’ to fixing housing crisis, AIB says"," Bank’s economists say growing investor demand is bringing development over the line
"
320,AIB,"Fri, Aug 24, 2018, 18:17",Stocks rally after Fed chair’s key speech while oil prices surge," Kingspan was standout performer of the day, rising 9.5 per cent following strong H1 results
"
321,AIB,"Wed, Aug 22, 2018, 18:35",European markets muted as US shares hit a record bull run," Markets report: Banking stocks drag down Iseq index, CRH gains ahead of results
"
322,AIB,"Tue, Aug 14, 2018, 20:27",Turkish lira’s recovery delights markets," In Dublin the two big banks fall and Aryzta’s share price continues its yoyo performance
"
323,AIB,"Tue, Aug 14, 2018, 09:41",AIB shares dip as Davy downgrades to ‘neutral’," Analysts lower price target to €5.45 from €5.65
"
324,AIB,"Mon, Aug 13, 2018, 17:37",Turkish lira crisis and Brexit uncertainty shake investor confidence," Ryanair stock advances as Tui and Thomas Cook fall; Apple and Amazon hit highs
"
325,AIB,"Thu, Aug 9, 2018, 18:00",No escaping trade tensions on the markets," Iseq underperforms European peers with Ryanair and Glanbia among losers
"
326,AIB,"Thu, Aug 9, 2018, 06:38",KBC Bank Ireland to sell €1.9bn loan portfolio as profits fall," Bank has reported a net profit of €115.9m after tax, compared to €173.1 million last year
"
327,AIB,"Thu, Aug 2, 2018, 17:56",Stocks retreat amid growing trade tensions," Apple becomes world’s first trillion dollar company
"
328,AIB,"Tue, Jul 31, 2018, 17:55",European shares reach six-week high as trade war fears retreat," Banks and property stocks a bright spot on Ireland’s benchmark index
"
329,AIB,"Sat, Jul 28, 2018, 04:47",Trump and Juncker put their differences over tariffs behind them," Business Week: also in the news were the banks, Ryanair, Facebook and Kerrygold
"
330,AIB,"Sat, Jul 28, 2018, 03:05",AIB plans to return ‘serious lump’ of cash to shareholders," Bank has finally reduced its non-performing loans to average European levels
"
331,AIB,"Fri, Jul 27, 2018, 18:02",European stock rise but tech woes weigh on US shares," Markets: Iseq closes down almost half a per cent
"
332,AIB,"Fri, Jul 27, 2018, 07:07",AIB posts €762m profit after gain on bad loans sale," Bank ‘on track’ to reach ‘normalised’ non-performing loan levels by 2019
"
333,AIB,"Thu, Jul 26, 2018, 17:58",Trade negotiations buoy stocks as Facebook plunges," Dublin’s Iseq overall index advances 0.58% but underperforms European peers
"
334,AIB,"Thu, Jul 26, 2018, 06:00",New Innovators revisited: slow starts and steep learning curves," Start-up founders reflect on challenges encountered on the entrepreneurial high wire
"
335,AIB,"Wed, Jul 25, 2018, 18:48",European shares dip as investors fear more trade war tariffs," Market report: Bank stocks gain ground in Dublin while Tullow Oil climbs in London
"
336,AIB,"Wed, Jul 25, 2018, 17:24","Not-for-profit housing group iCare eye target of 1,000 tenants"," Founder David Hall believes figure achievable in 18 months as funding comes on stream
"
337,AIB,"Tue, Jul 24, 2018, 18:55",Investors roused by Chinese stimulus and strong corporate earnings," Irish banks advance on positive sentiment driven by strong performance from UBS
"
338,AIB,"Tue, Jul 24, 2018, 04:07",Why aren’t AIB shares performing better?," A favourable review of AIB by influential financial magazine Barron’s has failed to lift the stock
"
339,AIB,"Fri, Jul 20, 2018, 04:14",Back to bonuses? Donohoe seeks advice on bankers’ pay," Top executives’ pay and incentive plans remain a highly politically sensitive issue
"
340,AIB,"Wed, Jul 18, 2018, 05:30",Husband-and-wife design team pair talent with enthusiasm ," New Traders: Mortar & More
"
341,AIB,"Tue, Jul 17, 2018, 17:51","Jerome Powell optimism buoys US, European shares"," Ireland underperforms European peers although Ryanair recovers ground
"
342,AIB,"Mon, Jul 16, 2018, 19:28",Oil price drop puts pressure on energy shares as financials rally," Energy sector proves biggest drag as crude prices falls sharply as supply concerns ease
"
343,AIB,"Fri, Jul 13, 2018, 18:29",US shares edge near five-month high but financials disappoint," Little volume on Irish exchange with benchmark index up 0.38 per cent
"
344,AIB,"Fri, Jul 13, 2018, 06:30",State should sell its bank shares to tackle housing crisis," Vincent Boland: Despite NTMA advice, proceeds should not be used to pay down debt
"
345,AIB,"Wed, Jul 11, 2018, 13:25",Credit growth to disproportionately benefit Bank of Ireland - Goldman Sachs," US investment bank upgraded BoI to a ‘buy’ rating from ‘neutral’
"
346,AIB,"Tue, Jul 10, 2018, 18:10",UK political bickering fails to dent European stocks," Firming oil prices boost energy stocks globally; Iseq underperforms European peers
"
347,AIB,"Sat, Jul 7, 2018, 05:45",Avoiding the ‘doom loop’: Why Ireland needed the IMF in 2009," Ashoka Mody oversaw the IMF’s relationship with Ireland in 2009, when politicians were ‘in denial’
"
348,AIB,"Sat, Jul 7, 2018, 05:16",Goodbody Stockbrokers prepares to unveil Chinese tie-up next week," Roy Barrett to remain at Goodbody helm following takeover worth about €150 million
"
349,AIB,"Fri, Jul 6, 2018, 19:55",Trade concerns fail to halt modest market gains," Iseq overall index again underperformed European peers, up 0.12 per cent
"
350,AIB,"Fri, Jul 6, 2018, 19:00",Trade concerns fail to halt modest market gains," Market report: Iseq overall index again underperformed European peers, up 0.12 per cents
"
351,AIB,"Thu, Jul 5, 2018, 17:45",Softening of trade rhetoric boosts global stocks," Ireland underperformed European peers with Iseq overall falling 0.16 per cent
"
352,AIB,"Fri, Jun 29, 2018, 18:28",Global stocks climb despite trade tensions," Iseq ends week higher in post sell-off rally
"
353,AIB,"Wed, Jun 27, 2018, 20:16",Markets see-saw over Trump’s trade decision on China," Concession on Chinese investments leads to Wall Street gains which were later reversed
"
354,AIB,"Mon, Jun 25, 2018, 17:36",Escalating trade dispute prompts global sell-off," Iseq benchmark index fell 1.57 per cent, outperforming European markets
"
355,AIB,"Sat, Jun 23, 2018, 07:00",Noise-sensitive AIB investors might want to hit mute," Irish academics join bitcoin bears and first casualty of collapse of Smurfit Kappa sale
"
356,AIB,"Wed, Jun 20, 2018, 17:55","Returning AIB to private ownership would be ‘right’ thing, says former CEO"," David Duffy says timing would be down to investor appetite for AIB shares
"
357,AIB,"Tue, Jun 19, 2018, 18:26",World shares plummet as trade war fears prompt global sell-off," Safe haven assets including the dollar, yen and Swiss franc all rose on Tuesday
"
358,AIB,"Tue, Jun 19, 2018, 07:14",ICG concludes financing facility with EIB to finance new ferry," Group says new facility has €80m committed drawling limit
"
359,AIB,"Thu, Jun 14, 2018, 17:51","Euro falters, stocks jump as ECB holds off on rate hikes"," Euro hits two-year low but equities jump nearly 1.5 per cent
"
360,AIB,"Mon, Jun 11, 2018, 18:51",Investors shrug off G7 tensions as European stocks rebound," The Iseq overall index underperformed peers, closing up 0.25 per cent
"
361,AIB,"Sat, Jun 9, 2018, 01:00",‘Mind the gap’: BofI boss hopes London trip will close stock discount," Francesca McDonagh to outline plan at capital markets day for analysts and investors
"
362,AIB,"Thu, Jun 7, 2018, 20:25",Hope for European banks as speculation mounts over end to ECB stimulus," Mixed performance for Irish banks with AIB up 0.7% and Bank of Ireland down over 0.3%
"
363,AIB,"Wed, Jun 6, 2018, 18:59",Iseq advances as wider European market closes flat," Banks edge upwards and Applegreen also in demand
"
364,AIB,"Tue, Jun 5, 2018, 18:47",Political nervousness in Spain and Italy impact on shares," Smurfit Kappa shares slide almost 7% while Aer Lingus owner IAG falls 3.49%
"
365,AIB,"Mon, Jun 4, 2018, 10:03",David Duffy-led CYBG sweetens Virgin Money offer," Shares in Virgin Money rose by as much as 0.6%, while CYBG surged by up to 4.1%
"
366,AIB,"Wed, May 30, 2018, 18:52",Italian stocks rebound and lift European equities," Oil prices rose, boosting energy stocks, while Wall Street also opened higher
"
367,AIB,"Mon, May 28, 2018, 18:34",Italian political crisis sees risk appetite wither in Europe," Market report: Trading light as US and UK holiday but PTSB and INM show activity
"
368,AIB,"Fri, May 25, 2018, 18:57",Bank of Ireland attracts interest as markets generally flat," Weaker oil prices hit majors, including Tullow Oil, BP and Royal Dutch Shell
"
369,AIB,"Wed, May 23, 2018, 18:35",Markets trend down as US-China trade talks hit obstacle," Dublin’s Iseq falls in line with other European bourses
"
370,AIB,"Tue, May 22, 2018, 20:40",Shares bounce on hopes for US-China breakthrough," Irish banks ride a wave of positivity that sweep along the European financial sector
"
371,AIB,"Tue, May 22, 2018, 08:29",First Derivatives hails strong performance outside of fintech space," Company has scored a number of big win clients of late including Red Bull Racing
"
372,AIB,"Tue, May 22, 2018, 06:00",Will giving AIB shares to charity allow me access my capital loss?," Q&A: Unless the shares are sold, there’s no capital loss to use
"
373,AIB,"Wed, May 16, 2018, 18:07",Italian political risk scares investors but Europe closes higher," Iseq overall index closed up 0.16%, buoyed by Paddy Power
"
374,AIB,"Mon, May 14, 2018, 20:29",Paddy Power Betfair drags Iseq into the black," Weak financial stocks weigh on European shares after strong run of weekly gains
"
375,AIB,"Mon, May 14, 2018, 08:02",Central Bank confirms AIB’s MREL requirement," Regulator gives bank target on ‘bail-in-able’ debt
"
376,AIB,"Sun, May 13, 2018, 13:15","Ireland loses ‘global calling card’ as Apple snubs Athenry, claims IDA"," Seen & Heard: State agency warns of global investment fallout from tech giant’s decision
"
377,AIB,"Thu, May 10, 2018, 06:20",‘We sold more new homes last weekend than we did in the whole of 2011’ - Mark FitzGerald," Co-founder of Sherry FitzGerald, and winner of The Irish Times Distinguished Leader in Business award, on recession, recovery, expansion and the future
"
378,AIB,"Wed, May 9, 2018, 19:25",Mark Bourke named ‘Irish Times’ chief financial officer of the year," Bourke was a key player in AIB’s return to Dublin and London stock markets
"
379,AIB,"Wed, May 9, 2018, 18:12",Oil rally drives European shares higher," Trump’s decision to pull US out of Iran’s nuclear agreement boosts crude prices
"
380,AIB,"Wed, May 9, 2018, 06:00",The successful habits of Ireland’s most successful business leaders," Winners of The Irish Times Business Person of the Month Award, on what leadership is, who they are influenced by, and what alternative career they might have pursued
"
381,AIB,"Tue, May 8, 2018, 09:59",UK bank Clydesdale makes takeover bid for Virgin Money," David Duffy-led bank is looking to create Britain’s leading ‘challenger’ bank
"
382,AIB,"Thu, May 3, 2018, 18:00",US-China trade concerns trouble global investors," Iseq overall index falls 0.77% with Dalata, Bank of Ireland and AIB among the losers
"
383,AIB,"Thu, May 3, 2018, 06:00",Cantor Fitzgerald to buy Merrion in deal worth up to €18m," Rising regulatory and compliance costs will see wave of consolidation in finance industry
"
384,AIB,"Sat, Apr 28, 2018, 05:47",Uniphar advances towards IPO with latest acquisition," Buying Sisk brings Maurice Pratt and Ger Rabbette closer to pan-European goal
"
385,AIB,"Fri, Apr 27, 2018, 16:41",Judges gather as clock ticks down to Irish Times Business Awards," Winners selected in four categories, including Business Person of the Year
"
386,AIB,"Fri, Apr 27, 2018, 05:35",Banker bonuses expose chasm between Minister and AIB investors," Despite protests by investors, a decade after bailout banks still need push to do right thing
"
387,AIB,"Wed, Apr 25, 2018, 07:14",ECB backs Paschal Donohoe’s bank bonus stance," AIB CEO warns on high executive turnover as incentive plans continue to be banned
"
388,AIB,"Tue, Apr 24, 2018, 20:02",European shares choppy as earnings fail to set trend," Bookmakers in UK hit by restrictions on fixed odds betting terminals (FOBTs)
"
389,AIB,"Mon, Apr 23, 2018, 20:03",Rising US Treasury yields affect shares as Europe edges ahead," In Dublin shares at AIB, Bank of Ireland and Datalex rise on day of solid volumes
"
390,AIB,"Sat, Apr 21, 2018, 07:30",Bank bonus reform could bring down the Government," Paschal Donohoe knows the dangers inherent in AIB’s proposed share scheme
"
391,AIB,"Thu, Apr 12, 2018, 17:43",Shares rally after Trump signals strike on Syria not imminent," Ireland’s Iseq overall index closes up 0.95%, outperforming European markets
"
392,AIB,"Wed, Apr 4, 2018, 19:11",Brewing US-China trade war takes the fizz out of European stocks," C&C surges after purchase of Matthew Clark Bibendum, but UK investors play it safe
"
393,AIB,"Tue, Apr 3, 2018, 17:52",European stocks dip on beginning of second quarter," Iseq overall index dips 0.2%, while US technology shares recover from Monday sell-off
"
394,AIB,"Mon, Apr 2, 2018, 05:00",Five companies in Ireland vie for ‘Deal of the Year’ award," AIB, Total Produce, Circle Internet Finance, Noonan Services and Statsports nominated
"
395,AIB,"Sun, Apr 1, 2018, 18:39",Aryzta leads shares lower amid worst Iseq20 quarter since Brexit vote," Paddy Power Betfair lost almost 16 per cent in first quarter as analysts cut forecasts
"
396,AIB,"Sat, Mar 31, 2018, 05:00",Turmoil engulfs Independent House as watchdog shows its teeth," Business Week: also in the news were struggling banks; job losses; and new flights
"
397,AIB,"Wed, Mar 28, 2018, 19:32",Irish bank shares rise over tax pledge but US tech stocks take a beating," Market report: Amazon fell more than 5 per cent after reports that president Trump was looking to target the company by changing its tax treatment
"
398,AIB,"Wed, Mar 28, 2018, 10:01","AIB, Bank of Ireland shares rise as tax relief assured"," Minister rules out restricting bank’ ability to use past losses to pay no corporate tax over long term
"
399,AIB,"Tue, Mar 27, 2018, 17:42",European shares surge as US-China trade war fears ease," Market report: Permanent TSB rose amid hopes it can reclassify €900m of non-performing mortgages as performing loans
"
400,AIB,"Tue, Mar 27, 2018, 07:25",Irish Stock Exchange trading surges as Euronext completes €159m deal," ISE to operate under Euronext Dublin brand and act as global hub for debt and fund listings
"
401,AIB,"Tue, Mar 27, 2018, 01:33",Russian companies sanctioned over Ukraine linked to Ireland," Companies include several close to Kremlin and Russian president Vladimir Putin
"
402,AIB,"Sat, Mar 24, 2018, 05:00",Plans for Limerick to hit new heights," The city’s visitors will have three more towers to look at if planning permission is secured
"
403,AIB,"Thu, Mar 22, 2018, 19:09",US-China trade war concerns send shares tumbling," European equities decline, with banks, basic resources and tech stocks in the red
"
404,AIB,"Thu, Mar 22, 2018, 04:50","ECB target ‘impossible’ without loans sale, PTSB says"," Regulatory guidance makes loan sale inevitable, bank chief to tell Oireachtas committee
"
405,AIB,"Wed, Mar 21, 2018, 20:42",Shares fall as trade war concerns depress confidence," In Europe financials contributed the most to losses with banking sector down 0.9 per cent
"
406,AIB,"Mon, Mar 19, 2018, 07:00",Who are the contenders for ‘Irish Times’ Business Person of the Year?," Six Business Person of the Month winners are profiled ahead of awards night in May
"
407,AIB,"Mon, Mar 19, 2018, 07:00",Outstanding field for chief financial officer of the year," ‘Irish Times’ Business Person of the Year awards: the CFOs
"
408,AIB,"Sat, Mar 17, 2018, 08:00",AIB purchase of Investec Ireland could point way forward," Planned sale of Investec Ireland to regulated bank in EU may help tackle Brexit challenges
"
409,AIB,"Fri, Mar 16, 2018, 18:21",European shares rise on back of robust US data," Iseq retreats slightly on Brexit-sensitive stocks
"
410,AIB,"Wed, Mar 14, 2018, 18:14",Italian politics and weak banks weigh on European shares," Global markets remain unsettled by fear of trade war sparked by threat of US tariffs
"
411,AIB,"Wed, Mar 14, 2018, 05:22",Glenveagh in talks to buy Irish land from overseas funds," Housebuilder estimates land could deliver 17,000 homes
"
412,AIB,"Tue, Mar 13, 2018, 20:05",Greencore suffers disastrous day on the markets," Elsewhere, sterling is boosted by the sacking of US secretary of state Rex Tillerson
"
413,AIB,"Tue, Mar 13, 2018, 06:00",McKillen jnr’s Press Up hospitality group weighs stock market flotation," Irish pub, hotel and restaurant company has hired Goodbody Stockbrokers to assess its funding options
"
414,AIB,"Sat, Mar 10, 2018, 05:25",Core Industrial Reit pulls its €225m Irish IPO – is this an inflection point?," ‘Market conditions’ blamed, but there may have been internal issues with this deal
"
415,AIB,"Fri, Mar 9, 2018, 20:22",Markets welcome US jobs growth but Dublin trading subdued," Market report: INM down 2%, while European steelmakers see a slump
"
416,AIB,"Mon, Mar 5, 2018, 18:17",AIB shares turn volatile on talk of further State sale," Market report: Iseq closes down despite rally as FTSE gains amid reignited concerns about Brexit and as the euro held onto most of its gains against sterling last week
"
417,AIB,"Sat, Mar 3, 2018, 05:30",May under pressure on Brexit as former PMs have their say," Business Week: also in the news was the bad weather; INM; and a slew of company results
"
418,AIB,"Fri, Mar 2, 2018, 01:00",Irish bankers to see the return of their bonuses," AIB reveals plans for a deferred annual share scheme for its senior executives
"
419,AIB,"Thu, Mar 1, 2018, 13:17",European shares close lower led by Carrefour and WPP," Shares up at CRH but down at AIB as Dublin market closes at midday due to bad weather
"
420,AIB,"Thu, Mar 1, 2018, 12:37",Irish Stock Exchange closes due to severe weather warnings," Brokers express surprise at move that is also designed to ‘protect market integrity’
"
421,AIB,"Thu, Mar 1, 2018, 10:43",AIB executives to get deferred shares equivalent to 100% of their salaries," As AIB is majority State owned, its executive directors are subject to €500,000 salary cap
"
422,AIB,"Tue, Feb 27, 2018, 19:10",Markets slip amid indications of US interest rate rises," Market report: FBD the star performer in Dublin while Sky soars on bidding war
"
423,AIB,"Sun, Feb 25, 2018, 17:11","Facebook considers AIB’s HQ as campus for 5,000 workers"," Seen&Heard: Donegal Catch could be landed for €57M; drug company flotation
"
424,AIB,"Thu, Feb 22, 2018, 17:50",European corporate results fail to impress investors," Iseq off by 0.14% on Thursday while pan-European Stoxx 600 down by 0.2%
"
425,AIB,"Tue, Feb 20, 2018, 19:03",Kerry Group falls as Green Reit advances after issuing results," Walmart decline in the US put brakes on S&P and Dow’s winning streak
"
426,AIB,"Sat, Feb 17, 2018, 07:30",What is going on at PTSB and what's the story with its mortgages?," Removal of bank’s problem loans raises questions over its continued existence
"
427,AIB,"Sat, Feb 17, 2018, 06:00",Publicans raise a glass to economic recovery," Cantillon: Irish pub sector is growing again following a decade-long hangover from the crash
"
428,AIB,"Fri, Feb 16, 2018, 19:30",Markets stronger across the board at end of volatile week," Iseq up nearly 1% as financial stocks strengthen
"
429,AIB,"Thu, Feb 15, 2018, 06:00",UK-based visitors down but spending more in Irish pubs," New report by AIB on pub sector says Brexit threat ‘not excessive’ as matters ‘stabilised’
"
430,AIB,"Thu, Feb 8, 2018, 18:35",Stocks endure another day of volatility as US bond yields creep up," Iseq falls 1.58% in line with European markets, and FTSE is worst performing Euro stock
"
431,AIB,"Wed, Feb 7, 2018, 08:56",US markets mixed as Europe trades higher," Dow opened higher while S&P index was down slightly
"
432,AIB,"Tue, Feb 6, 2018, 21:38",Dublin market has volatile day influenced by wild trading in US," Just five Dublin-listed shares finish the session in positive territory
"
433,AIB,"Tue, Feb 6, 2018, 19:57",Volatility reigns although feared global wipeout partially stalls," Extreme fluctuations in US trading blight markets in Europe, though panic recedes
"
434,AIB,"Tue, Feb 6, 2018, 13:12",Dublin stock market staunches sell-off as US rally soothes meltdown fears," European bourses begin to bounce back but volatility remains
"
435,AIB,"Mon, Feb 5, 2018, 18:35",Global stocks extend biggest sell-off since 2016," Investors remain spooked by threat of inflation in US
"
436,AIB,"Sat, Feb 3, 2018, 07:30",Bank of Ireland hires Australian to lead €900m technology overhaul," Steve Collier has held senior roles in retail, credit and strategic programmes at NAB
"
437,AIB,"Sat, Feb 3, 2018, 07:30",AIB in talks to buy Investec Ireland," Move comes after bank exited EU aid plan which prevented it from doing deals
"
438,AIB,"Fri, Feb 2, 2018, 06:30",HWBC dismisses Denis O'Brien Dublin office ‘bubble’ claim," Dublin office market vacancy rate currently 7 per cent, agency estimates
"
439,AIB,"Thu, Feb 1, 2018, 17:30",‘Irish Times’ Business Person of the Year awards to take place in May," Inaugural gala awards night run in association with KPMG, to showcase best in business
"
440,AIB,"Thu, Feb 1, 2018, 05:31",AIB launches new €100m social housing fund," Bank to provide loans on more attractive terms to developers of social housing
"
441,AIB,"Tue, Jan 30, 2018, 18:04",Stocks take biggest two-day dive in six months," Investors fret over tumbling oil prices and a jump in borrowing costs
"
442,AIB,"Mon, Jan 29, 2018, 19:07",Pharma giant Sanofi’s takeover of rival dominates European markets," Food industry stocks weak in Dublin as overall volumes are below average
"
443,AIB,"Sat, Jan 27, 2018, 05:36",Global elite tackles ‘fractured world’ at snowy Davos," Business Week: also in the news were a new mortgage scheme, office space and the banks
"
444,AIB,"Thu, Jan 25, 2018, 17:49",Upbeat euro pulls European stocks lower," The Iseq Overall Index underperformed its peers and closed down by 1.53%
"
445,AIB,"Wed, Jan 24, 2018, 05:46","Investors primed for fresh AIB share sale, says Citi executive"," At Davos, banker tells ‘Irish Times’ market is now ready for AIB to sell more shares
"
446,AIB,"Fri, Jan 19, 2018, 17:53",AIB buoys Iseq on record day in Europe," Iseq overall index closes up by almost 1% while Stoxx 600 hits highest level in 10 years
"
447,AIB,"Mon, Jan 15, 2018, 19:04",Carillion collapse weighs heavily on UK and European equities," Ireland’s benchmark Iseq index bucked the trend to close marginally ahead
"
448,AIB,"Sun, Jan 14, 2018, 15:22","Seen and Heard: AIB eyes incentives for developers, landlords and empty nesters"," Actavo job cuts; new names on rich list; flooding insurance
"
449,AIB,"Fri, Jan 12, 2018, 18:09",Strong JPMorgan earnings update boosts US financial stocks," Iseq index closes up 0.6% in Dublin on last day of trading week
"
450,AIB,"Wed, Jan 10, 2018, 17:41",Bank rally pushes markets up again," Dublin’s Iseq bucks trends falling 76 points to 7,102
"
451,AIB,"Mon, Jan 8, 2018, 05:50",Peter Sutherland: Powerful player in political and corporate worlds," Roles in oil, banking and Bilderberg Group took former attorney general to world stage
"
452,AIB,"Sat, Jan 6, 2018, 06:00",Blair wades into Brexit as world of finance takes stock," Business Week: Property bounce, EU finance reforms, and Irish companies expanding
"
453,AIB,"Sat, Jan 6, 2018, 06:00",My Celtic Tiger ‘shoeshine boy’ moment," The Crash – 10 years on: Norah Casey, Eamon Dunphy, Jim Power, Eleanorr Tiernan, Eamon Ryan and Frank Connolly on the moment they knew the boom was going bust
"
454,AIB,"Fri, Jan 5, 2018, 06:15","Spotify, Airbnb and Dropbox among 2018’s expected IPOs"," Closer to home, IPL Plastics and Digicel could also make the move this year
"
455,AIB,"Fri, Jan 5, 2018, 05:45",Most-wanted and least-loved stocks as investors eye 2018," Agenda: Applegreen and CRH top of the list, but C&C and PTSB are out of favour
"
456,AIB,"Wed, Jan 3, 2018, 18:01",Wall Street hits record as European stocks trade higher," Iseq overall index closes up 0.02% with Ryanair rising on strong passenger numbers
"
457,AIB,"Tue, Jan 2, 2018, 18:02",Cairn Homes leads Iseq 20 on house price hopes," Volumes were muted following the end of the holiday season, while the EU’s MiFID II changes also kept trading cautious
"
